Titles	Genres
Big Fish (2003)[(2, 0.9980000257492065)]	fantasy
Lord of the Rings: The Return of the King, The (2003)[(1, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Paycheck (2003)[(8, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Peter Pan (2003)[(6, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Along Came Polly (2004)[(1, 0.9959999918937683), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513), (9, 0.0010000000474974513)]	comedy
Great Gatsby, The (1974)[(0, 0.9900000095367432), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Adventures of Ford Fairlane, The (1990)[(8, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Cool World (1992)[(4, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
The Butterfly Effect (2004)[(8, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Lost Skeleton of Cadavra, The (2002)[(1, 0.9919999837875366), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Hip Hop Witch, Da (2000)[(5, 0.9869999885559082), (1, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
50 First Dates (2004)[(5, 0.996999979019165)]	romance
Thief of Bagdad, The (1924)[(5, 0.9710000157356262), (1, 0.004000000189989805), (0, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	fantasy
King Solomon's Mines (1985)[(9, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Goodbye, Mr. Chips (1939)[(6, 0.722000002861023), (8, 0.25999999046325684), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026)]	romance
Confessions of a Teenage Drama Queen (2004)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	comedy
EuroTrip (2004)[(1, 0.984000027179718), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Good bye, Lenin! (2003)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Starsky & Hutch (2004)[(6, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Just One of the Guys (1985)[(2, 0.9959999918937683)]	comedy
Girl Next Door, The (2004)[(3, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Dawn of the Dead (2004)[(0, 0.9959999918937683)]	action
Eternal Sunshine of the Spotless Mind (2004)[(1, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Jersey Girl (2004)[(7, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	comedy
Ladykillers, The (2004)[(8, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Hellboy (2004)[(1, 0.9940000176429749), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	fantasy
Home on the Range (2004)[(0, 0.996999979019165)]	animation
Walking Tall (2004)[(9, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Dawn of the Dead (1978)[(2, 0.996999979019165)]	action
Kill Bill: Vol. 2 (2004)[(7, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
13 Going on 30 (2004)[(1, 0.9959999918937683)]	romance
Man on Fire (2004)[(4, 0.9980000257492065)]	action
Laws of Attraction (2004)[(4, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Mean Girls (2004)[(6, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Valentin (Valentín) (2002)[(3, 0.9980000257492065)]	comedy
Troy (2004)[(2, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Enemy Mine (1985)[(8, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Band of Brothers (2001)[(1, 0.9860000014305115), (0, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	action
Kingdom, The (Riget) (1994)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Babylon 5: In the Beginning (1998)[(5, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Explorers (1985)[(6, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Babylon 5: The River of Souls (1998)[(4, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
School For Scoundrels (1960)[(5, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Cypher (2002)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
After the Thin Man (1936)[(5, 0.9959999918937683)]	comedy
Lammbock (2001)[(8, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
How to Succeed in Business Without Really Trying (1967)[(0, 0.9800000190734863), (5, 0.003000000026077032), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Duck, You Sucker (1971)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Smiles of a Summer Night (Sommarnattens leende) (1955)[(7, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Death Race 2000 (1975)[(2, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
Brigadoon (1954)[(5, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
How to Steal a Million (1966)[(5, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Shiri (Swiri) (1999)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Captain Blood (1935)[(8, 0.996999979019165)]	romance
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)[(2, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Tale of Ham and Passion, A (Jamón, Jamón) (1992)[(8, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Shrek 2 (2004)[(7, 0.9959999918937683)]	animation
Day After Tomorrow, The (2004)[(0, 0.996999979019165)]	sci-fi
Harry Potter and the Prisoner of Azkaban (2004)[(6, 0.996999979019165)]	fantasy
Chronicles of Riddick, The (2004)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Napoleon Dynamite (2004)[(5, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Super Size Me (2004)[(6, 0.9980000257492065)]	comedy
Samsara (2001)[(1, 0.9860000014305115), (0, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	romance
Dodgeball: A True Underdog Story (2004)[(1, 0.9869999885559082), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Terminal, The (2004)[(4, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	comedy
White Chicks (2004)[(4, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Notebook, The (2004)[(1, 0.9980000257492065)]	romance
Kaena: The Prophecy (Kaena: La prophétie) (2003)[(1, 0.9950000047683716), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513), (8, 0.0010000000474974513)]	sci-fi
Claymation Christmas Celebration, A (1987)[(3, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Kopps (2003)[(2, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Philadelphia Experiment, The (1984)[(6, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	romance
Taxi (1998)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Fahrenheit 9/11 (2004)[(1, 0.9900000095367432), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Spider-Man 2 (2004)[(7, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Before Sunset (2004)[(8, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Anchorman: The Legend of Ron Burgundy (2004)[(3, 0.6439999938011169), (1, 0.34700000286102295), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Cinderella Story, A (2004)[(7, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	romance
I, Robot (2004)[(6, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (9, 0.003000000026077032)]	sci-fi
Bourne Supremacy, The (2004)[(1, 0.9940000176429749), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Garden State (2004)[(3, 0.6290000081062317), (9, 0.35600000619888306), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	romance
Musa the Warrior (Musa) (2001)[(0, 0.984000027179718), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	action
Collateral (2004)[(5, 0.9990000128746033)]	action
Code 46 (2003)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Harold and Kumar Go to White Castle (2004)[(9, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Princess Diaries 2: Royal Engagement, The (2004)[(5, 0.996999979019165)]	romance
AVP: Alien vs. Predator (2004)[(8, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Yu-Gi-Oh! (2004)[(1, 0.9890000224113464), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	animation
Cellular (2004)[(3, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Shaun of the Dead (2004)[(5, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Ladder 49 (2004)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	action
I Heart Huckabees (2004)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Primer (2004)[(3, 0.9959999918937683), (5, 0.0010000000474974513)]	sci-fi
Incredibles, The (2004)[(2, 0.996999979019165)]	animation
Polar Express, The (2004)[(6, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	animation
Finding Neverland (2004)[(1, 0.9990000128746033)]	fantasy
National Treasure (2004)[(1, 0.9919999837875366), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
SpongeBob SquarePants Movie, The (2004)[(9, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	animation
Alexander (2004)[(3, 0.996999979019165)]	action
Closer (2004)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
House of Flying Daggers (Shi mian mai fu) (2004)[(4, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	fantasy
Damn Yankees! (1958)[(0, 0.9879999756813049), (5, 0.0020000000949949026), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Love Me If You Dare (Jeux d'enfants) (2003)[(5, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Freshman, The (1925)[(9, 0.9980000257492065)]	comedy
Atalante, L' (1934)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Topper (1937)[(9, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Holiday (1938)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Magnificent Obsession (1954)[(3, 0.9959999918937683)]	romance
Music Man, The (1962)[(2, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Hobbit, The (1977)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Blue Thunder (1983)[(3, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	action
Kiki's Delivery Service (Majo no takkyûbin) (1989)[(6, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	animation
Johnny Stecchino (1991)[(7, 0.9769999980926514), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	comedy
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	animation
Fortress (1992)[(9, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Major League II (1994)[(3, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	comedy
Lion King II: Simba's Pride, The (1998)[(9, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Who Am I? (Wo shi shei) (1998)[(4, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	comedy
Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)[(5, 0.9649999737739563), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805), (3, 0.004000000189989805)]	animation
Taxi 2 (2000)[(5, 0.9959999918937683)]	romance
10th Kingdom, The (2000)[(5, 0.996999979019165)]	fantasy
2046 (2004)[(2, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Daria: Is It Fall Yet? (2000)[(1, 0.9980000257492065)]	animation
Cube 2: Hypercube (2002)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Battlestar Galactica (2003)[(3, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Animatrix, The (2003)[(0, 0.9860000014305115), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	animation
11:14 (2003)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Lemony Snicket's A Series of Unfortunate Events (2004)[(4, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Very Long Engagement, A (Un long dimanche de fiançailles) (2004)[(8, 0.9959999918937683), (5, 0.0010000000474974513)]	romance
Head-On (Gegen die Wand) (2004)[(9, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	romance
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)[(0, 0.5820000171661377), (5, 0.4129999876022339), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Cat Returns, The (Neko no ongaeshi) (2002)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	fantasy
Ju-on: The Grudge (2002)[(8, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Jacket, The (2005)[(9, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Millions (2004)[(4, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Starship Troopers 2: Hero of the Federation (2004)[(0, 0.9929999709129333), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Ong-Bak: The Thai Warrior (Ong Bak) (2003)[(3, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Sea Inside, The (Mar adentro) (2004)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Spanglish (2004)[(5, 0.9879999756813049), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Interpreter, The (2005)[(5, 0.9980000257492065)]	action
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)[(9, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Scanner Darkly, A (2006)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	sci-fi
Charlie and the Chocolate Factory (2005)[(3, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (5, 0.0010000000474974513)]	fantasy
Life Aquatic with Steve Zissou, The (2004)[(0, 0.9890000224113464), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Phantom of the Opera, The (2004)[(6, 0.996999979019165)]	romance
Love Song for Bobby Long, A (2004)[(3, 0.8920000195503235), (8, 0.10100000351667404), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
Wizards (1977)[(2, 0.9980000257492065)]	animation
Life and Death of Peter Sellers, The (2004)[(2, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Appleseed (Appurushîdo) (2004)[(8, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
Assault on Precinct 13 (2005)[(4, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Are We There Yet? (2005)[(5, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Howl's Moving Castle (Hauru no ugoku shiro) (2004)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Hitch (2005)[(3, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Constantine (2005)[(6, 0.996999979019165)]	fantasy
Kung Fu Hustle (Gong fu) (2004)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)[(0, 0.9950000047683716), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	animation
Sin City (2005)[(6, 0.7570000290870667), (7, 0.23000000417232513), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Sahara (2005)[(8, 0.996999979019165)]	action
Trip to the Moon, A (Voyage dans la lune, Le) (1902)[(4, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
Hitchhiker's Guide to the Galaxy, The (2005)[(3, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Lot Like Love, A (2005)[(3, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	romance
xXx: State of the Union (2005)[(3, 0.996999979019165)]	action
Kingdom of Heaven (2005)[(5, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (6, 0.003000000026077032), (9, 0.003000000026077032)]	action
Star Wars: Episode III - Revenge of the Sith (2005)[(0, 0.9879999756813049), (5, 0.0020000000949949026), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Madagascar (2005)[(0, 0.9890000224113464), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	animation
Longest Yard, The (2005)[(4, 0.996999979019165)]	comedy
Mr. & Mrs. Smith (2005)[(1, 0.9819999933242798), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	romance
Batman Begins (2005)[(3, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
My Summer of Love (2004)[(8, 0.996999979019165)]	romance
War of the Worlds (2005)[(8, 0.9959999918937683)]	sci-fi
Fantastic Four (2005)[(3, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	action
Wedding Crashers (2005)[(3, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Happy Endings (2005)[(5, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Island, The (2005)[(8, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Bad News Bears (2005)[(4, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Sky High (2005)[(1, 0.996999979019165)]	comedy
Aristocrats, The (2005)[(7, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Serenity (2005)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Broken Flowers (2005)[(8, 0.996999979019165)]	comedy
Deuce Bigalow: European Gigolo (2005)[(0, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	comedy
